state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,phase,phase_date,initiative_number,initiative,initiative_amount,strategy,recipient_count,amount_basis,flow_type,hospital_benefiting,determination_confidence,determination_basis,source_archive_path,flag_reason
GA,15,Dodge County Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,16,"Donalsonville Hospital, Inc.",,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,17,"Effingham Hospital, Inc.",,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,18,Elbert Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,19,Hospital Authority of Jefferson County and the City of Louisville,,HOSPITAL_OR_SYSTEM,Yes,"Name contains ' and ' but is a single hospital authority, not two recipients -- the §6.2 delimiter split would be wrong here.",Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Name contains ' and ' but is a single hospital authority, not two recipients -- the §6.2 delimiter split would be wrong here.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,20,"Jasper Health Services, Inc.",,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,21,Liberty Regional Medical Center,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,22,Memorial Hospital and Manor,,HOSPITAL_OR_SYSTEM,Yes,Name contains ' and ' but is one hospital (Bainbridge); not a §6.2 split.,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Name contains ' and ' but is one hospital (Bainbridge); not a §6.2 split.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,23,Miller County Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,24,Monroe County Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,25,Putnam General Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,26,"South Georgia Medical Center, Inc.",,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,27,Wills Memorial Hospital,,HOSPITAL_OR_SYSTEM,Yes,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Rural Stabilization Grant,1,NOT_PUBLISHED,DIRECT,Yes,MEDIUM,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,28,Georgia Department of Behavioral Health and Developmental Disabilities (DBHDD),,STATE_AGENCY,No,"DBHDD's second Phase 2 award; it also appears under Initiative 2. Two award actions, one organization.",Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,3,Connecting to Care to Improve Healthcare Access in Rural Georgia,6500000,Mobile dental clinic,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 3. DBHDD's second Phase 2 award; it also appears under Initiative 2. Two award actions, one organization.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,29,Georgia Board of Health Care Workforce,,STATE_AGENCY,No,"GME expansion places residents in rural hospitals, which benefit without receiving the award.",Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,12500000,Graduate medical education expansion,1,NOT_PUBLISHED,NON_HOSPITAL,Yes,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 4. GME expansion places residents in rural hospitals, which benefit without receiving the award.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,30,University System of Georgia,,UNIVERSITY_OR_AHC,No,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,12500000,Nursing education pathways and simulation-based clinical training,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 4. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,31,Alzheimer's Association,,NONPROFIT_CBO,No,,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,4,Growing a Highly Skilled Healthcare Workforce in Rural Georgia,12500000,Dementia care workforce development,1,NOT_PUBLISHED,NON_HOSPITAL,No,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 4. Recipient named in the source; no recipient-level amount published.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,32,Georgia Cyber Innovation & Training Center at Augusta University,,UNIVERSITY_OR_AHC,No,"The source says the funding supports cybersecurity enhancements FOR rural hospitals. The university receives the money and hospitals receive the service: §10.2's in-kind test, met on its own terms. These dollars must never enter a funds-distributed-to-hospitals total.",Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,5,Leveraging Technology for Healthcare Innovations in Rural Georgia,7000000,Cybersecurity enhancements for rural hospitals,1,NOT_PUBLISHED,IN_KIND_BENEFIT,Yes,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 5. The source says the funding supports cybersecurity enhancements FOR rural hospitals. The university receives the money and hospitals receive the service: §10.2's in-kind test, met on its own terms. These dollars must never enter a funds-distributed-to-hospitals total.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
GA,33,Georgia Association of Emergency Medical Services,,EMS_OR_PSAP,No,Aims to reduce unnecessary emergency department utilisation; the benefit to hospitals is indirect.,Yes,No,FY2026 (Year 1),Georgia Issues $30 Million in Phase 2 GREAT Health Awards to Advance Rural Healthcare Transformation,https://dch.georgia.gov/announcement/2026-07-16/georgia-issues-30-million-phase-2-great-health-awards-advance-rural,AGENCY_PRESS_RELEASE,MODEL_ASSISTED,AI-assisted - CONFIRM,,,,,2,2026-07-16,5,Leveraging Technology for Healthcare Innovations in Rural Georgia,7000000,EMS Treat-versus-Transport model,1,NOT_PUBLISHED,NON_HOSPITAL,Yes,HIGH,"DCH 2026-07-16 announcement, GREAT Health Phase 2, Initiative 5. Aims to reduce unnecessary emergency department utilisation; the benefit to hospitals is indirect.",data/evidence/GA/2026-07-16_great_health_phase2_awards.html,
