state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,determination_basis,classification_rule,source_archive_path
MD,11,For All Seasons Inc,466000,NONPROFIT_CBO,No,"For All Seasons, Inc. is a behavioral health and rape crisis center serving Maryland's Mid-Shore since 1986. The CARE Initiative aims to modernize the agency's technology infrastructure to transform rural behavioral health care delivery. Key components include telehealth, standardized screening and assessment tools closed-loop referrals, AI-enabled workflows, and data infrastructure improvements.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,12,Frederick Memorial Hospital,3948645,HOSPITAL_OR_SYSTEM,Yes,"The initiative aims to expand equitable access to primary, behavioral, and specialty care, along with coordinated supportive services. Key components include establishment of a prevention, outreach, and navigation community hub; expansion of primary and specialty care, paramedicine, creation of a behavioral health continuum of care, data integration and closed-loop referrals, and alignment with value-based care.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,DIRECT,Yes,NAMED_HOSPITAL,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,13,Frostburg Housing Authority,997346,NONPROFIT_CBO,No,"The project aims to address health disparities in Allegany and Garrett Counties, a rural region facing significant behavioral health shortages, geographic isolation, transportation barriers, and low healthcare",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,14,Garrett Regional Medical Center,1682177,HOSPITAL_OR_SYSTEM,Yes,"Targeting vulnerable, isolated, and low-income populations in rural Garrett County and western Allegany County, Maryland, the program shifts the traditional reactive healthcare model toward proactive prevention. Key components include mobile cancer and chronic disease screenings, remote patient monitoring, direct patient transportation, and a one-stop health hub.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,DIRECT,Yes,NAMED_HOSPITAL,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,15,Greater Baden Medical Services Inc,1448100,NONPROFIT_CBO,No,"The project aims to reduce barriers to care, such as transportation issues, limited provider availability, and fragmented referral pathways. Key components include expanded primary care and integrated behavioral health, care coordination and closed-loop referrals, pharmacist-led counseling, and remote patient monitoring.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,16,Kennedy Krieger Institute,1000000,NONPROFIT_CBO,No,"The program aims to establish a unified virtual and mobile front door to specialized pediatric care, bypassing traditional barriers such as long wait times, lack of local specialists, and transportation difficulties. With intended multi-year expansion, the project aims to serve as a permanent pediatric specialty front door for all 18 rural Maryland counties.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,17,Kent County Health Department,562596,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"KCHD aims to establish a central hub for addiction services at the A.F. Whitsitt Center, providing a ""full life cycle"" of care. Proposed services include development of an ASAM Level 3.1 Inpatient Residential Facility and an Opioid Treatment Program.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: county or city health department, a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,18,Lower Shore Clinic Inc aka HealthPort,621612,NONPROFIT_CBO,No,"HealthPort, a Maryland-based nonprofit Certified Community Behavioral Health Clinic (CCBHC), proposes to expand its Assertive Community Treatment (ACT) services to improve behavioral health outcomes in Worcester and Somerset Counties. The project aims to transition from fragmented, emergency-driven care to a preventive, community-based model for individuals with serious mental illness",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,19,MedStar St. Mary's Inc,2522586,NONPROFIT_CBO,No,"The initiative establishes a system-wide mobile and virtual delivery network to deploy medical services directly into historically underserved communities. The operational structure features five key components, including the deployment of a mobile health unit, the equipment of community telehealth hubs, the integration of embedded CHWs, a virtual geriatrics care model, and around-the-clock behavioral health care coordination.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,20,Meritus Health Center,3583406,NONPROFIT_CBO,No,"This proposal targets primary care shortages and high care costs through three initiatives: establishment of a precision medicine clinic to offer advanced diagnostics and preventive care plans, recruitment of five primary care providers, and development and deployment of the ""All-In-Health"" Model, an innovative value-based payment framework extending financial and quality accountability across hospital, physician, and post-acute settings.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,21,Mid-Shore Behavioral Health Inc,1800000,NONPROFIT_CBO,No,"MSBH, serving as the lead entity and Core Service Agency for Caroline, Dorchester, Kent, Queen Anne’s, and Talbot counties, proposes a regional collaborative to address behavioral health barriers in Maryland's rural mid-shore region. The initiative targets underserved populations, including youth at risk of suicide, adults with serious mental illness, and individuals involved with the justice system.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,22,Mountain Laurel Medical Center,1058750,HOSPITAL_OR_SYSTEM,Yes,"Mountain Laurel Medical Center (MLMC), a Federally Qualified Health Center (FQHC), proposes the Rural Integrated Oral Health Access Initiative to address significant oral healthcare disparities in Garrett and Allegany Counties. The initiative aims to integrate preventive and restorative dental services into MLMC’s existing healthcare system to better serve underserved populations, including Medicaid recipients, low-income households, children, and older adults.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,DIRECT,Yes,NAMED_HOSPITAL,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,23,MPhA Foundation,2399650,NONPROFIT_CBO,No,"The Maryland Pharmacists Association Foundation (MPhA Foundation) proposes establishment of the ""Maryland Interoperable Pharmacy Initiative"" (MIPI). This initiative aims to integrate approximately 20 rural Maryland community pharmacies into the state's clinical data infrastructure to improve chronic disease management.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,LOW,RECIPIENT_TYPE_INFERRED,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",FALLBACK,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
MD,24,St. Mary's County Health Department,3530907,LOCAL_GOVT_OR_PUBLIC_HEALTH,No,"St. Mary's 360 is a countywide initiative. It aims to redesign the delivery of healthcare, behavioral health, oral health, wellness services, and social supports. The initiative utilizes a ""Connected Care Everywhere"" framework, integrating services across schools, homes, emergency services, and community environments. Key components include community-integrated care coordination, closed-loop referrals, Mobile Integrated Health, and digital health literacy.",Yes,No,FY2026,"Maryland Rural Health Transformation Program Pillar 2: Promote Sustainable Access and Innovative Care Transformation Funds Award Offers, Budget Period 1",https://health.maryland.gov/pophealth/Documents/Rural%20Health/RHTP/Pillar-2-Transformation-Fund-BP1-Award-Offers.pdf,NOTICE_OF_INTENT_TO_AWARD,DIRECT_TEXT,AUTO,,,,,DERIVED_FROM_NAME,HIGH,,PILLAR2_TRANSFORMATION_FUND,BP1,NON_HOSPITAL,No,NOT_HOSPITAL,"Recipient name rule: county or city health department, a local public health body. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",PATTERN,data/evidence/MD/2026-08-29_mdh_pillar2_transformation_fund_bp1_award_offers.pdf
