file,row,state,name,new_type,basis_type,verified_by,basis,rule,queue_code,old_type,old_conf,new_conf,old_flow,new_flow,old_dth,new_dth,old_attr,new_attr,amount,flow_settled_held,flow_note,type_changed,flow_changed,bucket_before,bucket_after
al_year1_awardees.csv,33,AL,"The Arc of Madison County, Inc.",NONPROFIT_CBO,GENERAL_KNOWLEDGE,IN,"Tax-exempt nonprofit (EIN 63-0418986) serving people with intellectual and developmental disabilities,",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,1340000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,35,AL,TTC LLC DBA BHG Cullman Treatment Center,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN","TTC LLC dba BHG Cullman Treatment Center, an opioid treatment program owned by for-profit Behavioral Health Group. Not one of the nine categories. https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,339580,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,38,AL,Capstone Health,FQHC_OR_RHC,GENERAL_KNOWLEDGE,"Claude, run by IN","Capstone Health (Walker/Winston counties), community health center. Awards fund Hepatitis C care and weekend clinic hours. [FQHC status from general knowledge] https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,260060,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,59,AL,Ivy Creek Healthcare,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://ivycreekhealth.com/,VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,,,1660000,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
al_year1_awardees.csv,79,AL,Touchstone Residential Services DBA Touchstone Transport,OTHER,GENERAL_KNOWLEDGE,IN,veteran-owned non-emergency medical transportation service provider,VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,1120000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,116,AL,Capstone Health,FQHC_OR_RHC,GENERAL_KNOWLEDGE,"Claude, run by IN","Capstone Health (Walker/Winston counties), community health center. Awards fund Hepatitis C care and weekend clinic hours. [FQHC status from general knowledge] https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,250000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,132,AL,HARTT Inc. DBA HARTT Counseling and Wellness,NONPROFIT_CBO,ORG_WEBSITE,"Claude, run by IN","HARTT Inc. (Jasper), nonprofit counseling and wellness center serving youth, families and foster children; award expands school-based services. https://www.mountaineagle.com/news/hartt-wellness-center-continues-to-grow/article_ed005eb1-52d5-53a3-9228-43d98a23925f.html",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,,,222347,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,135,AL,Northwest Alabama Mental Health Center,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN",Community mental health center converting to a CCBHC (per the Governor's release). Classified with other CMHCs. https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/,VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,480408,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
al_year1_awardees.csv,138,AL,WellStone Inc.,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","WellStone (Huntsville), community behavioral health provider; award supplies school telehealth tablets. Classified with other CMHCs. [Org type from general knowledge; URL is the award source.] https://governor.alabama.gov/newsroom/2026/08/governor-ivey-announces-first-grants-in-major-new-rural-healthcare-program-totaling-more-than-144-million/",VERIFICATION_ANSWER,AL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,,,86660,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,1,AR,ARCARE,FQHC_OR_RHC,ORG_WEBSITE,MPB,Verified on website: https://www.arcare.net/fqhc-mission/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,2571095,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,3,AR,Arkansas Baptist Childrens Homes and Family Ministries,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Arkansas Baptist Children's Homes and Family Ministries, faith-based child welfare and family services nonprofit. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,423761.29,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,5,AR,Arkansas Rural Health Partnership,NONPROFIT_CBO,ORG_WEBSITE,IN,Verified on website: https://arruralhealth.org/,VERIFICATION_ANSWER,AR_ARHP_CONSORTIUM_FLOW,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,7896955,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,6,AR,Arkansas Rural Health Partnership,NONPROFIT_CBO,ORG_WEBSITE,IN,Verified on website: https://arruralhealth.org/,VERIFICATION_ANSWER,AR_ARHP_CONSORTIUM_FLOW,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,10936566,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,7,AR,Baptist Health,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.baptist-health.org/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,1926432,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,8,AR,Baptist Health,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.baptist-health.org/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,15000000,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,9,AR,Baxter Health,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.baxterhealth.org/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,7738729.91,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,10,AR,Baxter Health,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.baxterhealth.org/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,12000000,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,12,AR,Children's Advocacy Centers of Arkansas,NONPROFIT_CBO,GENERAL_KNOWLEDGE,IN,"501(c)(3), EIN 56-2417905. It is the state chapter of the National Children's Alliance and supports a network of 28 local child advocacy centers across Arkansas.",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,1374505.29,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,15,AR,North Arkansas Rural Health Consortium,OTHER,GENERAL_KNOWLEDGE,"Claude, run by IN",Deckmax (doing business as the North Arkansas Rural Health Consortium,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,1000000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,17,AR,Doula Alliance of Arkansas,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN",Statewide doula alliance (membership/advocacy organization). [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,860500,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,18,AR,Harbor House Inc. of Fort Smith Arkansas,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Harbor House (Fort Smith), nonprofit substance use disorder treatment provider. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,37230,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,22,AR,LilyLink/The Perinatal Center,PHYSICIAN_PRACTICE,ORG_WEBSITE,"Claude, run by IN","The Perinatal Center, PLLC is a maternal-fetal medicine physician group (Oklahoma City and Tulsa sites); ""LilyLink"" appears to be its program name. Arkansas footprint not confirmed. https://doctor.webmd.com/practice/the-perinatal-center-31a05fb7-a603-4898-8871-c14f7e4db3e9",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,871736,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,23,AR,Mercy Health Fort Smith Communities,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.mercy.net/practice/mercy-hospital-fort-smith/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,6340043,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,24,AR,Mercy Health Fort Smith Communities,HOSPITAL_OR_SYSTEM,ORG_WEBSITE,IN,Verified on website: https://www.mercy.net/practice/mercy-hospital-fort-smith/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,12716206,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,25,AR,Methodist Le Bonheur Community Outreach,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,"Claude, run by IN","Community outreach arm of Methodist Le Bonheur Healthcare (Memphis-based nonprofit hospital system). Classified with the parent system; if the outreach entity is a separate nonprofit, NONPROFIT_CBO with hospital_affiliated flag is the alternative. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,340725,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,29,AR,River Valley Wellness,PHYSICIAN_PRACTICE,ORG_WEBSITE,MPB,Verified on website: https://www.rvmwellness.com/,VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,3500000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,30,AR,St. Bernards Development Foundation,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,policy 2 (§10.2 hospital-foundation row),"§10.2, hospital foundations and affiliated arms: the development arm of St. Bernards Healthcare, Jonesboro; the verifier reached the same answer independently. Parent: St. Bernards Medical Center.",POLICY_2_HOSPITAL_FOUNDATION,,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,5000000,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,31,AR,St. Bernards Development Foundation,HOSPITAL_OR_SYSTEM,GENERAL_KNOWLEDGE,policy 2 (§10.2 hospital-foundation row),"§10.2, hospital foundations and affiliated arms: the development arm of St. Bernards Healthcare, Jonesboro; the verifier reached the same answer independently. Parent: St. Bernards Medical Center.",POLICY_2_HOSPITAL_FOUNDATION,,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,DIRECT,No,Yes,NOT_HOSPITAL,NAMED_HOSPITAL,9551090,FALSE,flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test,TRUE,TRUE,NOT_HOSPITAL,NAMED_HOSPITAL
ar_year1_awardees.csv,32,AR,Subiaco Abbey,NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Subiaco Abbey, Benedictine monastery and academy in Logan County (religious nonprofit). What the award funds is not published. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,268500,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
ar_year1_awardees.csv,37,AR,"Wolfe Street Foundation, Inc.",NONPROFIT_CBO,GENERAL_KNOWLEDGE,"Claude, run by IN","Wolfe Street Foundation (Little Rock), nonprofit addiction recovery support center. [Org type from general knowledge; URL is the award source.] https://arkansasrhtp.com/wp-content/uploads/2026/08/ada_RHTP.YR1_.THRIVE.PACT_.pdf",VERIFICATION_ANSWER,AR_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,LOW,NON_HOSPITAL,NON_HOSPITAL,No,No,NOT_HOSPITAL,NOT_HOSPITAL,369619,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
fl_year1_awardees.csv,9,FL,Nuvita Health,VENDOR_OR_CONTRACTOR,ORG_WEBSITE,MPB,Connects patients to wellness providers. Double check on website: https://nuvitahealth.net/how-it-works,VERIFICATION_ANSWER,FL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,,,Unclear,Unclear,,,439775.4,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
fl_year1_awardees.csv,16,FL,Empowerq Health Care,PHYSICIAN_PRACTICE,ORG_WEBSITE,MPB,Verified on website: https://empowerhealthcare4all.org/,VERIFICATION_ANSWER,FL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,,,Unclear,Unclear,,,3204031.91,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
fl_year1_awardees.csv,18,FL,Nuvita Health,VENDOR_OR_CONTRACTOR,ORG_WEBSITE,MPB,Connects patients to wellness providers. Double check on website: https://nuvitahealth.net/how-it-works,VERIFICATION_ANSWER,FL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,,,Unclear,Unclear,,,769736,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
fl_year1_awardees.csv,33,FL,Nuvita Health,VENDOR_OR_CONTRACTOR,ORG_WEBSITE,MPB,Connects patients to wellness providers. Double check on website: https://nuvitahealth.net/how-it-works,VERIFICATION_ANSWER,FL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,,,Unclear,Unclear,,,1267676.66,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,TRUE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
fl_year1_awardees.csv,70,FL,North Florida Rural Health Corp,NONPROFIT_CBO,ORG_WEBSITE,"Claude, run by IN","Community clinic in Chattahoochee (Gadsden County) offering medical, dental, telehealth and behavioral health to underserved residents; a 340B STD grantee (not an FQHC). Legal form not confirmed. https://340bopais.hrsa.gov/cedetails/95129",VERIFICATION_ANSWER,FL_RECIPIENT_FORM_NOT_STATED,NONPROFIT_CBO,LOW,MEDIUM,,,Unclear,Unclear,,,650000,FALSE,flow unchanged: the re-type does not cross §10.2's DIRECT test,FALSE,FALSE,NOT_HOSPITAL,NOT_HOSPITAL
