state,row_no,awardee,amount,recipient_type,distributed_to_hospital,note,recipient_confirmed,amount_confirmed,fiscal_year,source_document_title,state_source_url,validation_source_type,extraction_method,validator,ccn,aha_id,rural_designation,reviewer,recipient_type_source,determination_confidence,flag_reason,award_pool,budget_period,flow_type,hospital_benefiting,hospital_attribution,intermediary_name,determination_basis,amount_basis,county,project_description,round_id,round_name,round_awards,round_amount,initiative,initiative_fund_use,source_archive_path,service_area,row_in_pool,section,listed_from,basis_type,verified_by,verified_basis
NV,38,Nevada Health Centers,,FQHC_OR_RHC,No,"Recruitment and retention of multidisciplinary healthcare professionals serving rural and frontier communities statewide Service area: Rural and frontier Nevada. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,MEDIUM,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"RECIPIENT TYPE VERIFIED (session 49): FQHC_OR_RHC. Basis (ORG_WEBSITE, Claude, run by IN): Nevada Health Centers, the state's largest FQHC network (also formerly ran the Beatty and Amargosa clinics). https://pvtimes.com/news/beatty-residents-turn-out-for-health-care-workshop flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Rural and frontier Nevada,Recruitment and retention of multidisciplinary healthcare professionals serving rural and frontier communities statewide,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Rural and frontier Nevada,13,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,ORG_WEBSITE,"Claude, run by IN","Nevada Health Centers, the state's largest FQHC network (also formerly ran the Beatty and Amargosa clinics). https://pvtimes.com/news/beatty-residents-turn-out-for-health-care-workshop"
NV,39,Banner Churchill Community Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Recruitment and retention of primary care, women's health, rehabilitation, and respiratory therapy providers Service area: Churchill and Lyon Counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Churchill and Lyon Counties,"Recruitment and retention of primary care, women's health, rehabilitation, and respiratory therapy providers",WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Churchill and Lyon Counties,14,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,40,Washoe Tribe of Nevada & California,,TRIBAL_ORG,No,"Workforce stabilization initiatives supporting Tribal healthcare and behavioral health services Service area: Northern Nevada tribal communities. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a tribal entity.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a tribal entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Northern Nevada tribal communities,Workforce stabilization initiatives supporting Tribal healthcare and behavioral health services,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Northern Nevada tribal communities,15,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,41,Carson Valley Health,,HOSPITAL_OR_SYSTEM,Yes,"Recruitment of primary care, behavioral health, specialty care, and patient navigation staff to expand healthcare access Service area: Douglas County and surrounding rural communities. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,"RECIPIENT TYPE VERIFIED (session 49): HOSPITAL_OR_SYSTEM. Basis (GENERAL_KNOWLEDGE, Claude, run by IN): Carson Valley Health, the nonprofit health system operating Carson Valley Medical Center (Gardnerville) and its clinics. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/ flow re-run: §10.2 re-applied because the re-type crosses the DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Douglas County and surrounding rural communities,"Recruitment of primary care, behavioral health, specialty care, and patient navigation staff to expand healthcare access",WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Douglas County and surrounding rural communities,16,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,GENERAL_KNOWLEDGE,"Claude, run by IN","Carson Valley Health, the nonprofit health system operating Carson Valley Medical Center (Gardnerville) and its clinics. https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/"
NV,42,Beatty Health and Welfare,,NONPROFIT_CBO,No,"Expansion of primary care services and healthcare workforce capacity in a frontier community Service area: Nye County – Beatty. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,MEDIUM,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"RECIPIENT TYPE VERIFIED (session 49): NONPROFIT_CBO. Basis (ORG_WEBSITE, Claude, run by IN): Beatty Health and Welfare Committee, the community body that owns and maintains the Beatty Medical Clinic building (clinic itself is run by a private physician group). Legal form (nonprofit vs. town committee) not confirmed. https://pvtimes.com/?p=129918 flow unchanged: the re-type does not cross §10.2's DIRECT test. PRIOR BASIS, kept because the flow half of it may still hold and §2.1 says a correction shows what moved: Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Nye County – Beatty,Expansion of primary care services and healthcare workforce capacity in a frontier community,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Nye County – Beatty,17,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,ORG_WEBSITE,"Claude, run by IN","Beatty Health and Welfare Committee, the community body that owns and maintains the Beatty Medical Clinic building (clinic itself is run by a private physician group). Legal form (nonprofit vs. town committee) not confirmed. https://pvtimes.com/?p=129918"
NV,43,Touro University Nevada,,UNIVERSITY_OR_AHC,No,"Rural workforce training and simulation-based education programs supporting recruitment and retention efforts Service area: Esmeralda, Nye, and Lincoln Counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,"Esmeralda, Nye, and Lincoln Counties",Rural workforce training and simulation-based education programs supporting recruitment and retention efforts,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,"Esmeralda, Nye, and Lincoln Counties",18,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,44,Truckee Meadows Community College,,UNIVERSITY_OR_AHC,No,"Mobile EMS education and training programs addressing emergency medical workforce shortages Service area: Churchill, Lyon, Mineral, Pershing, Humboldt, and White Pine Counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,"Churchill, Lyon, Mineral, Pershing, Humboldt, and White Pine Counties",Mobile EMS education and training programs addressing emergency medical workforce shortages,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,"Churchill, Lyon, Mineral, Pershing, Humboldt, and White Pine Counties",19,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,45,Nevada Rural Hospital Partners Foundation,,HOSPITAL_AFFILIATED_ENTITY,No,"Workforce recruitment and retention support for rural hospitals, including physician, nursing, EMS, behavioral health, and allied health positions Service area: Rural hospitals across Nevada. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,"Curated override: the charitable foundation of Nevada Rural Hospital Partners, the state's rural hospital association -- an association foundation, not a hospital (§10.2).",MEDIUM,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),IN_KIND_BENEFIT,Yes,NOT_HOSPITAL,,"Curated override: the charitable foundation of Nevada Rural Hospital Partners, the state's rural hospital association -- an association foundation, not a hospital (§10.2). §10.2 IN_KIND_BENEFIT: the recipient is not a hospital and keeps the funds, and the source names hospitals among the parties the funded work serves. These dollars must never enter a 'funds distributed to hospitals' total; they are kept visible rather than discarded.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Rural hospitals across Nevada,"Workforce recruitment and retention support for rural hospitals, including physician, nursing, EMS, behavioral health, and allied health positions",WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Rural hospitals across Nevada,20,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,46,Lander County EMS,,EMS_OR_PSAP,No,"Leadership development and succession planning for rural EMS personnel Service area: Lander County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states an EMS entity.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states an EMS entity. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Lander County,Leadership development and succession planning for rural EMS personnel,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Lander County,21,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,47,Humboldt General Hospital,,HOSPITAL_OR_SYSTEM,Yes,"Recruitment and retention initiatives addressing clinical workforce shortages and service sustainability Service area: Humboldt County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a hospital.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a hospital. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Humboldt County,Recruitment and retention initiatives addressing clinical workforce shortages and service sustainability,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Humboldt County,22,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,48,93 X 95 NV,,NONPROFIT_CBO,No,"Reopening of the Goldfield Wellness Clinic and expansion of primary care services in underserved frontier communities Service area: Esmeralda and White Pine Counties. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. LISTED ON THE 2026-08-31 PAGE AND ABSENT FROM THE 2026-09-24 PAGE: NVHA has removed this row and said nothing about why. It is KEPT, from the frozen prior snapshot, because NVHA published it; whether the award stands is not known (recipient_confirmed = Unclear). Source snapshot: 2026-08-31.",Unclear,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10).,LOW,RECIPIENT_TYPE_INFERRED;AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient is named but the source does not state its organisational form; §8 settled fallback (session 10). §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Esmeralda and White Pine Counties,Reopening of the Goldfield Wellness Clinic and expansion of primary care services in underserved frontier communities,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-08-31_nv_rht_funded_projects_bp1.html,Esmeralda and White Pine Counties,23,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,49,Grover C. Dils Medical Center,,HOSPITAL_OR_SYSTEM,Yes,"Recruitment of behavioral health, emergency care, and care coordination providers to strengthen local healthcare access Service area: Lincoln County. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a medical center.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),DIRECT,Yes,NAMED_HOSPITAL,,Recipient name rule: name states a medical center. §10.2 DIRECT: the named recipient is a hospital or hospital system and the state's award document names both the recipient and the amount.,NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Lincoln County,"Recruitment of behavioral health, emergency care, and care coordination providers to strengthen local healthcare access",WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Lincoln County,23,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,50,"University of Nevada, Reno",,UNIVERSITY_OR_AHC,No,"Statewide Rural EMS Coordinator position supporting workforce planning, training, and technical assistance Service area: Rural, frontier, and tribal Nevada. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,"Rural, frontier, and tribal Nevada","Statewide Rural EMS Coordinator position supporting workforce planning, training, and technical assistance",WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,"Rural, frontier, and tribal Nevada",24,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
NV,51,"University of Nevada, Reno",,UNIVERSITY_OR_AHC,No,"Expansion of specialty tele-mentoring and continuing education programs for rural healthcare providers Service area: Rural and frontier Nevada. Published by the Nevada Health Authority on its RHT Funded Projects - Budget Period 1 page, which names every subrecipient and PUBLISHES NO AMOUNT FOR ANY OF THEM. The pool's own round total is in `round_amount`; it is NEVER divided across recipients (§6.2). Source snapshot: 2026-08-31.",Yes,No,2026,Nevada RHT Funded Projects - Budget Period 1: Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,https://www.nvha.nv.gov/RHTP/rht-funded-projects---bp1/,NOTICE_OF_INTENT_TO_AWARD,PARSED_HTML_TABLE,R/03u_nv_year1_awardees.R,,,,,Recipient name rule: name states a university or college.,HIGH,AMOUNT_MISSING;POOL_AMOUNT_CONFLICTS_ACROSS_SOURCES,WRRAP_RECRUITMENT_RETENTION,BP1 (12/29/2025 - 10/30/2026),NON_HOSPITAL,No,NOT_HOSPITAL,,"Recipient name rule: name states a university or college. §10.2 NON_HOSPITAL: the named recipient is not a hospital (§0.3a -- judged on the recipient, not the activity), and the source does not mention hospitals anywhere in the funded work.",NVHA publishes NO per-recipient amount; the pool round total is in round_amount,Rural and frontier Nevada,Expansion of specialty tele-mentoring and continuing education programs for rural healthcare providers,WRRAP-RR,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,26,32300000,Workforce Recruitment and Rural Access Program (WRRAP),Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,data/evidence/NV/2026-09-24_nv_rht_funded_projects_bp1.html,Rural and frontier Nevada,25,Workforce Recruitment and Rural Access Program - Recruitment and Retention Fund,2026-08-31,,,
